Fecha,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298
2013-11-01,193.10,207.37,117.41,199.51,209.14,220.83,189.81,219.55,184.76,258.27,241.44,208.45,221.66,198.76,205.65,154.37,244.84,197.51,176.11,164.62,190.70,177.87,193.51,175.59,165.23,186.26,146.31,164.84,133.40,146.27,211.11,206.07,172.08,162.76,178.45,213.38,226.10,182.94,176.34,195.98,217.45,216.00,163.19,234.33,196.83,257.32,214.84,257.22,229.49,225.37,161.91,187.67,249.30,308.92,228.82,136.90,218.94,105.85,128.45,231.44,513.55,212.89,243.87,219.51,205.87,388.44,226.30,162.18,330.85,251.87,129.12,235.50,186.14,193.48,128.42,175.72,155.97,207.17,235.27,191.03,208.89,133.72,150.50,163.87,185.94,191.16,151.60,171.18,156.21,210.61,261.75,184.33,165.56,138.27,184.89,193.64,170.19,199.45,180.83,163.34,170.96,181.90,198.37,166.63,157.81,148.69,165.08,143.65,176.66,145.38,164.90,161.35,155.97,172.39,142.04,138.50,193.85,138.76,176.43,162.96,175.94,158.95,142.05,169.32,169.68,175.46,210.25,163.45,206.07,143.22,164.77,191.85,184.70,119.77,111.68,145.49,189.22,166.07,102.31,145.53,167.79,130.41,164.71,170.22,144.66,128.73,122.32,117.51,151.08,196.99,135.91,118.24,136.97,139.78,169.58,145.18,119.81,163.76,196.74,172.15,149.40,215.92,198.75,168.47,132.30,186.83,160.59,167.03,216.41,214.99,107.17,139.74,117.41,189.66,167.26,183.24,142.31,112.41,137.45,124.92,128.17,128.89,136.31,107.47,132.37,131.51,121.97,135.96,122.85,135.22,162.98,182.51,181.10,136.06,157.69,166.28,157.68,162.53,257.74,136.48,168.59,183.44,170.96,235.76,211.12,186.32,161.15,98.71,125.71,100.00,99.81,166.36,222.95,145.23,112.03,117.65,136.27,101.51,82.36,81.89,66.88,107.63,89.81,87.18,109.58,170.93,217.25,181.20,161.65,112.51,164.07,196.58,132.86,142.13,180.70,122.99,143.32,169.18,187.10,158.49,228.37,230.86,219.16,240.98,208.82,236.95,147.27,141.12,149.05,181.17,127.59,118.97,145.54,185.76,222.07,193.78,194.54,165.60,192.97,152.89,152.95,135.49,181.03,156.89,155.14,167.73,138.19,145.59,130.49,150.49,138.28,157.93,157.26,124.17,140.26,140.57,138.49,140.94,151.46,192.843048,157.647785,144.402574,209.618997,146.158477,144.667296,425.156074,190.284564,169.46901,125.932102,154.314967,159.162018,123.644168,129.721396,165.61699,124.930972,137.789459,167.209833,125.265777
2013-12-01,193.30,208.78,106.77,199.51,209.41,220.33,190.01,217.39,185.37,257.69,240.75,194.36,223.84,199.54,206.50,152.28,245.03,199.80,179.53,165.44,194.49,180.58,198.59,178.42,166.65,187.30,144.96,166.98,134.80,147.15,239.02,203.41,171.50,170.81,178.92,213.48,228.21,183.62,177.54,198.33,222.08,216.00,166.57,240.54,201.76,264.98,214.94,258.79,230.11,244.13,160.86,175.65,260.55,311.46,226.57,145.22,256.69,107.08,127.80,255.86,527.94,218.05,250.22,221.99,229.79,334.10,230.38,163.42,426.06,258.63,136.19,243.43,186.54,193.85,128.72,175.17,156.34,208.79,237.13,191.93,210.84,134.16,151.38,164.55,188.86,197.07,153.51,172.38,156.54,210.72,264.98,185.91,165.52,138.24,185.02,193.59,170.09,199.85,181.79,164.52,172.07,182.83,198.95,166.63,158.07,148.75,165.47,144.62,177.60,145.95,165.19,161.84,156.28,173.48,142.20,138.66,194.40,139.78,176.98,163.51,176.78,159.59,142.56,169.42,170.66,175.78,211.96,164.04,206.64,143.51,164.78,191.85,185.54,119.77,111.68,145.50,189.99,168.14,102.19,145.37,167.79,130.41,165.04,170.96,145.07,129.21,122.41,117.55,152.52,197.71,136.03,117.70,137.07,139.79,173.98,145.78,119.85,164.76,197.44,172.15,149.67,217.09,198.97,170.76,132.37,186.12,159.49,167.82,217.18,215.06,106.93,140.12,117.01,189.69,169.36,183.68,142.53,112.35,137.38,124.93,127.59,129.16,136.50,107.54,132.20,131.68,121.85,135.96,123.21,136.48,163.05,183.35,182.01,137.05,158.95,166.51,158.00,162.84,258.57,136.91,169.06,183.91,171.08,235.76,217.69,192.34,161.15,98.80,125.71,100.00,99.81,167.90,223.11,145.23,111.10,117.90,136.76,102.28,76.72,80.83,66.66,107.60,89.53,87.18,109.77,171.17,217.61,180.51,161.72,112.51,164.66,209.30,132.86,225.37,164.24,123.00,143.32,169.38,189.80,157.96,228.63,230.86,219.38,240.98,209.08,236.95,147.63,141.68,149.05,181.87,129.07,119.39,145.54,186.33,223.96,193.81,197.74,165.81,193.17,155.71,155.28,135.53,181.33,157.30,156.58,168.26,138.20,146.26,131.03,152.01,138.32,158.19,157.53,124.80,140.75,140.65,139.06,141.64,152.02,193.172494,157.359253,144.651819,210.566999,147.19886,144.896407,425.499541,190.745599,170.283988,126.041528,154.348139,159.31511,123.831598,130.207679,166.23779,125.399384,138.596671,168.01117,125.742642
2014-01-01,194.20,216.63,105.20,199.83,210.77,221.19,190.02,218.22,186.28,257.84,240.47,194.98,224.48,187.33,211.24,152.28,244.40,200.61,180.29,164.63,195.86,182.93,197.90,181.24,166.32,187.59,144.96,167.40,134.94,147.29,226.21,205.07,164.91,170.81,179.66,214.80,234.38,186.04,178.47,203.27,238.74,217.13,169.15,255.01,203.05,269.63,215.50,261.31,230.44,258.53,159.15,164.71,356.84,297.47,231.85,150.44,296.28,109.40,139.94,235.20,503.90,218.22,225.68,203.18,262.84,354.38,220.54,169.12,379.67,246.07,187.96,238.34,187.67,193.81,128.49,177.34,156.94,208.79,239.00,193.13,209.81,134.14,152.77,163.71,190.83,196.28,153.26,172.43,156.75,211.32,262.52,186.63,165.96,138.47,185.61,193.47,170.00,205.82,184.52,165.23,172.58,183.61,199.00,166.63,158.89,149.06,165.62,144.75,177.97,146.39,165.49,162.19,156.82,174.37,142.61,138.73,195.30,141.52,180.51,163.97,177.08,160.89,142.51,169.88,171.02,175.90,211.96,164.69,210.44,142.41,165.30,192.66,187.53,119.77,111.68,145.53,191.39,173.01,102.81,147.80,173.00,131.84,165.42,171.44,145.16,129.43,122.65,117.63,153.61,199.25,136.12,119.59,137.11,139.79,174.43,147.04,120.42,165.69,197.03,172.70,150.91,217.98,198.24,171.81,132.41,186.37,159.19,167.09,217.82,218.52,107.41,139.79,117.49,191.20,169.65,184.70,143.99,112.75,137.40,125.09,127.39,128.75,136.46,107.25,132.35,131.84,121.83,136.53,123.21,136.48,163.63,187.89,186.65,139.08,159.64,167.67,159.09,167.20,273.56,138.38,169.65,184.37,171.18,237.46,216.64,195.98,161.34,98.80,125.01,100.00,99.81,170.01,223.27,145.23,111.60,118.30,137.26,101.92,75.71,80.64,66.66,107.89,89.53,87.18,109.74,171.61,218.63,181.48,166.59,112.51,165.25,209.40,132.87,156.59,168.42,124.23,143.32,169.76,190.71,160.61,228.88,230.86,219.59,240.98,209.33,236.95,148.02,142.23,149.05,182.67,129.28,120.92,146.02,187.34,224.73,196.03,196.45,166.77,194.03,156.97,156.23,135.81,181.96,158.40,157.37,168.55,138.48,147.42,131.11,152.24,138.23,158.52,157.48,125.11,140.64,141.18,139.32,142.37,152.08,194.213008,158.359147,145.460641,211.452104,147.62994,144.723469,424.735147,192.77025,170.434953,126.932681,155.340955,159.481024,124.102782,130.745065,166.91213,125.914933,138.852434,169.48411,125.196478
2014-02-01,195.66,214.09,104.75,200.27,210.71,220.75,189.16,216.81,185.40,258.22,239.42,196.77,225.91,187.75,209.79,147.86,244.66,200.24,180.18,165.42,196.19,182.77,197.15,181.12,165.12,187.86,144.96,167.62,135.01,147.46,218.71,207.01,167.61,186.33,180.37,217.60,237.00,189.18,178.75,205.46,255.25,219.97,171.19,258.88,201.94,272.37,216.00,263.13,230.75,254.17,158.36,154.59,473.53,288.00,232.00,169.56,257.74,100.53,149.89,227.88,406.45,219.23,196.60,186.78,270.69,324.46,225.09,159.39,306.10,220.43,212.81,236.54,188.54,194.75,129.26,179.10,157.49,208.79,239.47,193.83,211.03,134.86,153.65,163.99,190.86,202.68,153.78,173.54,156.78,211.62,262.10,186.54,165.78,138.36,183.93,193.08,169.95,208.09,185.63,165.61,173.14,184.29,199.36,165.93,159.36,149.46,166.14,145.37,178.76,146.99,165.60,162.79,157.19,175.02,142.66,138.88,195.38,141.64,181.70,164.60,177.40,161.85,143.36,170.04,171.47,176.27,211.96,165.63,212.26,142.27,167.54,192.66,187.75,119.77,114.70,145.54,192.15,187.69,104.31,147.80,176.16,131.84,166.18,172.72,145.29,129.59,123.41,117.86,154.52,199.98,135.31,119.32,136.60,139.96,174.29,147.65,120.40,166.30,197.24,172.16,151.31,219.40,198.36,172.94,131.99,186.73,160.18,168.12,218.46,217.91,108.67,139.94,116.90,191.71,169.73,186.14,145.01,113.34,138.64,125.90,127.78,129.87,136.34,108.19,132.46,131.80,122.15,137.09,124.87,136.86,164.20,189.53,187.55,139.61,160.81,170.21,159.45,167.56,274.58,138.83,169.59,181.35,171.79,237.96,216.40,200.41,161.55,98.75,126.33,99.55,99.81,170.11,237.85,145.23,110.74,118.56,137.74,101.85,74.47,79.64,66.51,107.99,89.59,87.21,109.94,171.71,219.88,181.54,166.87,112.51,166.29,209.52,132.87,136.44,173.04,123.82,143.32,170.86,191.30,160.95,252.40,257.52,241.63,265.32,228.11,264.29,154.63,144.70,160.06,183.31,131.59,121.35,147.20,188.26,225.99,196.46,201.16,167.49,195.05,157.21,157.54,135.86,182.50,158.71,158.55,168.39,140.71,146.87,131.06,152.03,139.99,160.17,158.09,125.37,142.00,142.08,139.41,142.61,152.26,193.635918,158.441485,146.124111,211.2076,148.08162,144.297063,425.63621,193.651426,170.846424,126.994428,156.337904,160.451204,124.116447,131.420719,173.756855,126.459896,142.477988,170.018061,126.05069
2014-03-01,195.21,216.77,114.02,200.33,211.64,222.45,189.15,217.05,185.85,258.25,239.26,195.43,225.68,187.33,207.74,160.81,245.79,201.95,181.12,164.68,198.66,185.10,200.56,182.13,166.79,191.13,145.93,164.87,135.47,148.61,213.97,213.46,171.58,185.68,180.35,218.68,240.30,192.40,181.12,205.86,252.44,219.97,179.78,252.86,201.05,273.76,215.70,263.57,231.20,242.79,158.74,159.29,568.55,294.51,224.39,185.08,193.01,89.03,146.24,227.93,367.22,218.15,200.08,164.39,261.93,293.35,226.39,158.78,256.83,224.17,186.65,238.89,189.47,195.91,129.48,181.37,159.09,210.28,239.47,194.79,211.12,135.06,153.29,163.87,191.28,205.83,155.31,176.94,156.41,213.10,261.39,186.27,164.87,138.31,186.14,193.95,169.42,209.95,186.08,166.15,173.41,184.34,199.71,165.93,159.11,150.08,166.43,145.67,178.81,147.00,165.90,162.91,157.44,175.11,142.84,138.89,196.26,142.47,181.70,164.82,177.73,163.26,144.17,170.42,171.83,175.46,211.96,166.31,213.33,141.65,167.63,192.66,188.14,119.77,111.68,145.55,192.91,178.31,104.42,147.58,175.86,131.84,166.51,173.12,145.17,129.26,123.53,117.43,155.16,200.07,135.31,119.24,136.62,140.00,173.73,148.15,120.38,166.43,197.75,171.99,151.99,219.23,198.84,174.69,132.43,186.78,160.68,168.82,219.40,217.66,109.29,140.18,117.13,193.83,171.30,186.88,146.26,113.75,140.10,126.18,128.14,130.37,136.53,108.21,132.66,132.26,122.66,137.94,126.48,136.86,164.59,190.82,187.68,140.77,162.14,171.83,161.18,167.88,275.51,139.50,169.60,181.72,171.89,241.98,218.47,205.25,161.57,98.84,127.63,99.55,100.66,170.27,238.07,145.23,110.89,118.74,138.22,101.40,74.43,79.68,66.52,108.19,88.94,87.21,109.86,171.74,220.22,180.82,169.68,112.51,167.04,209.62,132.87,136.44,173.33,123.89,143.32,171.16,191.30,161.12,252.73,257.52,241.90,265.32,228.41,264.29,154.98,145.23,160.06,183.90,128.93,121.77,147.72,189.10,226.84,196.83,204.18,169.28,192.12,157.52,157.22,135.90,182.96,159.13,159.15,168.11,144.14,148.62,131.54,154.09,140.84,160.18,157.84,125.50,143.93,143.30,139.49,143.95,152.54,194.417038,159.379463,146.960479,211.55967,148.268556,144.267134,426.543125,194.023827,171.192414,127.595622,156.587677,160.559321,124.047037,131.913731,174.408724,126.93411,143.117194,172.284864,126.913402
2014-04-01,191.918899,212.578679,113.946995,200.472216,211.584483,221.896844,189.134611,219.419446,185.370442,258.233347,239.974777,208.428875,226.146244,187.503027,213.38453,160.983501,246.807364,203.099396,180.784675,168.085712,200.517463,187.71486,204.240376,183.89995,168.152117,192.216311,145.933118,165.789702,135.959002,148.215413,213.973993,218.760878,177.066454,181.83442,180.144283,215.862383,241.438286,194.15934,181.393975,206.15565,268.953236,221.264381,183.678783,270.80889,209.65727,270.06157,215.59214,264.31547,231.260109,239.486984,154.618882,172.938726,593.159188,300.38962,225.64857,222.659022,165.898289,91.11889,157.779758,230.472628,351.009985,218.49167,195.998347,134.773432,251.24134,291.736326,224.192779,172.742387,234.639053,209.463541,168.141035,242.687351,190.085998,196.669556,129.732555,181.641418,161.040547,210.281423,240.445579,196.408905,211.120459,135.595724,152.705496,165.076816,192.633412,205.1246,155.508805,179.165857,156.937817,213.181388,262.852652,186.047037,164.884941,138.482827,186.395933,193.47648,169.073002,209.810164,186.597407,166.468282,173.509171,184.551721,199.783861,165.930972,159.159161,150.34015,166.663909,145.702264,178.992272,147.190268,166.069775,163.292856,157.535651,175.672608,142.84785,138.767208,197.415712,142.6081,181.948153,165.000723,178.152626,163.51166,144.254976,170.916483,171.937013,175.47129,211.964779,166.910774,214.738382,141.020135,168.281677,192.662709,188.527948,119.770276,111.676823,145.570849,193.696416,161.662709,103.287589,147.583256,175.882382,131.838345,165.4459,174.961231,145.220243,123.996987,123.580417,117.986405,155.29708,202.511627,134.07107,116.958722,132.451716,126.632802,174.016215,142.463828,119.573789,166.703919,197.783054,171.597942,152.024465,219.741769,199.005123,175.559345,132.682166,187.539843,161.086837,169.838007,219.186966,218.799559,108.998958,141.236024,117.129798,193.833809,171.274014,186.99268,146.148105,113.852987,138.830834,126.503959,128.693777,130.450347,136.572645,108.055413,133.061664,132.264806,122.69086,137.794986,126.483668,136.858045,164.980984,192.775198,188.940037,141.195665,163.079419,173.822589,161.515806,168.198353,279.700877,139.98484,169.051428,183.641084,172.443311,244.500725,216.953183,206.626099,161.581973,98.841876,127.627271,99.550995,100.657618,169.635931,238.292292,145.228413,111.151809,124.818195,138.71868,102.13782,74.48665,79.693317,62.698835,108.277034,88.935881,87.214658,109.963997,171.740645,220.565212,182.130476,170.014213,112.506804,166.635518,209.718627,132.865572,156.590219,173.660715,123.910417,143.31741,171.561658,192.848184,161.123669,253.057451,257.516932,242.181269,265.315841,228.722634,264.291486,155.360013,145.760994,160.064952,184.519059,129.153109,122.180513,148.250259,189.809056,227.015696,197.301926,214.931484,171.968088,196.966756,157.698904,157.222556,135.940295,183.41764,159.543867,159.407291,168.700712,145.622683,148.681281,131.497585,154.311942,141.557479,160.152607,158.205591,125.961787,143.286154,143.746588,139.765767,144.050736,152.432098,196.264459,160.076935,148.299839,211.630587,148.344512,144.315697,426.609104,194.869911,171.589215,127.900396,156.169707,160.676376,124.145604,132.408183,175.062397,127.344167,143.154842,172.57608,126.913402
2014-05-01,192.294665,216.6777,114.847081,200.579261,211.584483,221.62714,190.080252,224.426378,187.67762,258.007515,240.123251,228.699149,227.902456,188.648197,213.328782,163.475077,251.405451,204.935491,183.021999,168.747976,201.753287,189.725497,207.61209,185.375492,171.041342,193.650641,145.933118,167.442142,136.387403,148.655664,213.973993,220.338098,176.661507,184.043626,180.979255,216.446324,242.462764,195.5577,182.413037,207.53047,281.74066,222.417111,185.914571,283.476183,213.320321,267.656734,216.232293,267.848312,231.717303,241.968484,157.698036,232.874402,534.590777,304.406324,218.506148,270.893021,159.377652,102.753814,173.674812,287.65658,349.126588,219.085243,194.340446,168.800437,259.006998,280.212675,216.792011,173.31625,220.436707,205.984319,156.33154,239.828096,189.898096,198.624012,130.108178,183.394526,161.371239,210.281423,243.728966,197.277763,211.054905,136.379241,154.848748,165.931778,192.083509,205.95609,155.874514,180.244782,159.030433,213.181388,261.676755,186.598396,166.167424,138.718281,186.690679,194.148046,169.614438,209.655584,187.884827,167.33329,173.695826,185.253298,200.110819,165.930972,159.421342,150.63064,167.091063,146.863368,179.804097,147.629875,166.244773,163.878947,158.222769,176.043359,143.04673,138.761197,198.416587,144.917097,182.608158,165.675139,178.442479,164.560343,144.397511,172.134147,171.97019,176.094041,211.964779,167.679519,216.405878,141.258879,167.27187,192.662709,189.036079,119.770276,111.676823,145.591965,194.487294,162.229137,103.6813,147.939058,176.06695,131.838345,165.877987,174.935863,145.146692,124.615331,124.588255,118.036162,156.101141,202.970458,134.185318,115.920138,132.04818,124.963196,173.875896,141.239938,119.150501,167.227166,198.039046,172.525715,153.422808,221.336232,199.172474,174.014273,132.67727,187.762275,161.578609,169.585733,219.161644,219.717101,109.386244,142.644019,117.126213,196.116879,171.236953,187.48273,146.914014,114.34136,139.277369,127.267846,129.089444,130.858041,139.858189,108.302635,133.641212,132.808966,123.510501,139.316502,126.483668,136.858045,165.440907,193.179495,189.096775,141.50076,163.71863,174.956218,164.197048,168.642924,280.808173,140.543666,169.055225,174.438428,172.443311,245.034407,218.877543,209.76697,161.581973,99.410132,127.627271,159.281593,100.657618,171.349714,238.55706,145.228413,111.348278,125.446668,139.219894,102.772376,74.16708,79.689221,61.914358,108.521503,88.935881,87.214658,110.099456,171.746224,221.333665,187.264787,170.094172,113.754967,167.232652,209.816708,132.868974,142.21873,173.674421,125.938633,143.31741,171.845404,192.848184,161.123669,253.411516,257.516932,242.478593,265.315841,229.050825,264.291486,155.760446,146.33083,160.064952,185.140235,129.377463,128.168248,148.250259,190.755915,227.437917,198.069899,220.278021,173.351948,198.117187,158.842607,157.913459,136.301754,190.84328,161.16176,160.144899,170.389873,146.44499,148.898802,131.82869,153.652444,142.437155,161.037491,159.075682,126.822994,139.828601,140.583931,139.884879,144.202259,152.711102,196.007395,160.253491,148.370001,211.833117,148.907805,144.984166,427.583685,195.132765,171.685986,127.770975,156.064324,160.802831,124.491351,133.182472,169.172651,127.921983,143.752188,174.007276,126.913402
2014-06-01,193.76,214.91,115.46,201.60,211.76,221.21,190.76,228.03,188.01,258.47,240.48,242.59,228.28,201.58,216.72,163.45,251.92,207.90,187.56,171.06,206.20,192.65,207.68,186.13,174.82,195.77,145.94,167.95,136.63,148.76,224.90,220.84,174.70,194.56,182.09,215.60,242.63,196.84,183.25,207.69,266.84,229.62,179.22,248.25,215.28,274.26,216.96,267.59,232.17,228.56,158.79,362.93,454.09,325.08,211.95,308.34,189.57,154.60,210.61,322.40,498.22,226.35,189.65,261.44,265.62,287.49,232.71,176.92,293.15,210.83,207.46,231.09,190.92,202.64,131.99,182.26,163.67,210.28,245.56,199.46,211.96,137.76,154.72,167.69,192.65,206.21,156.36,181.82,159.94,213.52,264.87,187.17,165.45,139.72,187.01,195.20,170.12,211.01,187.88,168.05,174.34,186.32,200.85,166.27,159.97,151.02,168.27,148.29,180.33,148.40,166.86,164.80,159.14,177.10,144.41,138.92,199.37,145.46,183.41,166.55,178.96,165.79,144.68,172.24,172.72,176.99,211.96,168.29,217.00,142.73,168.13,192.66,189.04,119.77,111.68,145.61,195.28,160.49,103.55,147.85,177.05,131.84,166.11,175.25,145.14,124.62,124.29,117.31,156.55,203.39,134.23,115.63,131.65,124.07,172.23,141.15,119.33,167.35,198.32,173.64,154.45,221.72,199.49,174.39,133.53,188.20,162.82,170.56,220.58,226.55,110.05,144.17,117.22,195.91,171.13,188.19,147.65,114.16,139.23,127.78,129.49,131.42,140.09,108.22,133.84,133.09,123.49,140.17,126.30,137.21,168.17,193.39,190.06,141.71,163.73,172.66,167.42,170.90,281.78,141.57,169.26,165.90,172.54,245.21,218.88,213.55,161.86,99.41,127.63,159.28,100.66,172.36,238.79,145.23,111.50,125.74,139.72,104.05,74.08,79.66,61.59,109.60,88.94,87.21,110.21,173.91,221.48,188.03,170.26,113.75,167.98,209.82,132.87,134.30,173.94,125.99,143.32,171.97,193.39,161.23,253.78,257.52,242.78,265.32,229.39,264.29,156.15,146.95,160.06,185.83,129.62,128.64,148.78,191.59,230.19,203.48,229.40,172.48,198.37,159.66,158.99,136.35,188.40,161.81,160.40,171.14,146.75,149.39,132.10,154.47,142.54,161.63,159.12,127.27,137.93,137.84,140.15,143.68,153.10,196.443513,160.946274,149.345848,212.530403,149.008194,146.378431,427.881193,195.75014,171.820886,128.24321,156.275253,161.688963,124.484165,133.757082,169.914215,128.475723,143.794031,173.666346,127.524325
2014-07-01,192.748182,219.152259,119.60307,200.896794,211.608744,222.076437,191.016337,232.127813,188.219729,258.771605,240.351205,246.20717,228.967092,212.408862,214.840648,163.486921,253.198691,211.779254,190.471957,175.47295,210.719303,194.170111,206.814678,186.173874,176.266841,198.367518,143.630103,167.243355,137.08444,148.912484,231.775413,221.56465,177.225558,199.737449,182.005378,219.671029,241.030297,198.171081,184.264362,205.713365,248.771122,229.623262,178.452869,217.322441,214.357081,276.055634,215.443928,267.35934,233.071294,252.919042,157.392416,400.869806,413.607994,319.850344,196.50665,337.357262,194.417549,159.982606,230.093093,319.544813,546.791012,244.040731,190.107133,264.180827,282.689449,293.452636,296.076438,199.008928,340.185222,276.553308,212.321541,243.524061,192.191696,204.781986,132.059295,183.586902,163.766075,210.281423,251.024759,200.321772,211.962619,138.603585,154.729223,167.124442,192.92489,206.486668,156.400813,182.851317,162.737295,213.714599,271.118134,186.450353,165.767058,140.262121,187.765065,196.00795,170.230258,218.299813,190.382303,168.409391,174.762337,186.645653,201.212129,166.675463,159.886094,151.290549,168.484535,148.53864,180.768809,148.470616,167.354268,165.088188,159.681443,177.247963,145.161456,139.376316,199.746478,146.309588,185.154434,167.118442,179.177708,165.643874,145.32769,172.332244,172.776105,176.929651,211.964779,168.860673,217.676115,142.679553,168.341582,192.662709,189.036079,119.770276,111.676823,145.626397,196.515162,161.388346,103.613288,148.178906,177.630678,131.838345,166.237655,176.210742,145.521472,124.638965,124.930099,117.35268,157.06106,203.731522,134.441117,115.401913,131.721926,122.966129,172.679035,142.185366,119.275761,167.46949,198.322549,173.348652,155.140713,221.282322,199.324532,175.197457,134.258333,188.351029,163.572033,171.707984,216.403495,229.287747,110.444555,144.936186,117.26788,197.691757,171.272114,188.497964,147.78957,114.749561,139.062367,127.572922,132.839757,131.979102,140.497784,108.13959,133.695205,133.306216,125.252064,140.581581,126.337441,137.558524,168.34517,194.03631,190.458914,142.040743,165.065968,173.600191,173.158177,171.31461,286.066511,142.330899,167.848136,165.463949,172.541679,258.373983,221.309538,215.39249,161.857263,99.682761,133.508482,159.281593,100.657618,173.4612,239.018545,145.228413,111.487229,128.697976,140.225741,102.969929,74.053149,79.558445,62.102021,110.879083,88.935881,87.214658,110.317017,174.146862,221.598361,190.33319,170.415406,115.345672,168.771196,211.483254,136.124958,134.296851,174.242795,126.399278,143.31741,171.925374,193.390969,161.226169,254.109922,257.516931,243.065677,265.315837,229.710171,264.291476,150.362851,147.490672,160.064914,186.456447,129.920751,129.07317,150.074825,192.835692,233.59236,206.955499,230.553459,172.878746,198.976309,160.519033,159.218658,136.506223,190.745578,162.12101,160.470336,171.218352,146.753542,149.116922,131.636874,154.291165,143.986746,161.768498,159.235855,128.082174,137.60612,137.445115,140.252551,143.641635,153.401641,195.795666,161.98607,149.547478,214.478332,149.60235,148.065407,428.360355,195.918077,171.813988,128.253426,156.332563,161.793162,124.40312,134.258553,170.551207,128.957426,143.831925,174.119001,127.524325
2014-08-01,193.47,217.66,117.40,200.66,211.13,221.67,192.14,234.84,188.68,261.69,240.04,263.07,229.53,214.86,217.93,161.05,253.68,215.47,191.57,176.69,212.97,198.23,207.70,187.17,179.97,199.45,147.77,168.36,139.23,149.46,232.79,222.85,178.34,194.70,185.13,220.73,239.74,199.45,184.88,205.75,238.79,230.97,177.38,217.82,212.56,274.51,215.78,268.97,233.54,257.06,156.16,309.67,389.62,350.73,225.13,378.49,190.69,124.80,284.98,315.09,506.45,253.44,194.05,258.00,288.86,289.10,323.74,210.06,291.84,333.17,199.04,262.76,191.72,204.56,132.39,184.76,164.26,213.59,252.74,200.44,212.26,139.22,157.58,167.44,193.27,208.16,157.63,185.27,164.71,213.96,272.46,186.36,166.71,141.25,188.06,195.72,169.68,219.78,191.48,168.62,175.05,186.74,201.65,166.68,159.95,151.52,168.77,148.67,181.21,148.66,167.74,165.73,160.13,177.56,145.34,139.41,199.96,146.33,186.03,167.35,179.96,165.87,145.27,172.44,173.09,177.10,211.96,169.59,218.42,142.67,168.61,192.66,189.04,119.77,111.68,145.65,197.33,161.42,103.61,148.77,177.98,133.14,166.55,176.06,145.37,124.64,127.04,117.41,157.31,204.34,134.63,115.36,131.67,122.80,172.67,141.26,118.30,168.72,198.83,173.17,155.79,222.01,199.93,175.36,134.36,189.12,163.57,171.98,214.01,228.63,111.16,145.09,117.29,199.31,171.81,189.70,148.84,113.98,140.49,128.15,133.24,132.53,140.56,108.29,132.82,133.24,125.55,141.21,126.35,138.35,171.16,196.03,192.74,142.20,165.67,173.64,173.58,173.12,287.21,142.84,167.97,167.17,172.59,258.52,218.39,206.52,161.96,99.68,133.51,159.28,100.66,174.97,239.30,145.23,111.69,129.17,140.74,105.01,74.00,79.51,62.56,111.14,88.94,87.13,110.45,174.15,221.60,190.46,172.08,118.29,169.53,212.76,136.12,134.30,174.52,126.67,143.32,173.28,195.46,162.88,254.48,257.52,243.38,265.32,230.05,264.29,150.68,148.10,160.06,187.18,130.14,129.58,150.76,194.26,234.15,210.93,236.82,174.49,199.20,160.63,159.66,136.56,191.34,162.42,161.20,175.95,147.45,148.87,131.64,155.41,143.63,162.38,160.06,128.90,137.77,136.49,140.73,146.12,153.78,195.791762,162.45722,150.555327,214.960606,149.715365,148.530957,427.020498,196.359267,171.901511,128.428118,156.386115,161.92505,124.495477,134.888332,171.350915,129.562157,143.266931,174.119001,127.524325
