Fecha,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298
2011-10-01,182.07,186.50,101.81,187.44,195.63,175.45,156.36,173.33,166.50,235.42,238.72,203.02,191.46,143.94,175.22,144.19,240.03,147.65,140.17,125.32,170.17,163.62,157.34,150.90,139.85,159.34,137.70,149.45,121.44,134.90,175.12,153.08,145.55,125.30,149.24,188.16,176.39,154.59,157.12,168.29,172.50,185.83,125.76,183.54,180.87,209.50,221.96,199.49,222.53,201.36,123.76,125.05,178.27,292.34,194.06,188.66,154.39,122.41,139.83,209.46,382.92,152.13,223.35,218.28,233.88,168.20,213.85,132.73,233.68,178.49,157.58,259.39,161.13,164.41,110.98,148.46,133.76,180.99,192.83,159.73,186.53,116.17,139.67,147.70,157.11,175.15,140.13,142.51,146.08,173.49,221.27,161.49,152.14,128.00,162.12,180.75,141.21,170.20,166.67,138.77,149.93,153.63,171.72,148.80,137.88,139.79,147.14,125.24,151.85,130.35,145.25,138.88,135.56,150.19,128.49,124.88,164.29,126.64,154.50,147.58,155.54,141.46,134.76,153.93,154.49,160.86,172.93,145.81,177.86,140.51,142.92,157.73,148.39,103.19,109.83,131.56,151.85,177.87,86.27,128.96,150.38,119.14,149.35,154.77,134.91,126.05,107.50,115.13,138.64,174.88,131.87,118.42,137.82,130.65,149.26,136.16,110.25,142.69,178.39,149.53,137.74,198.93,180.42,152.46,109.63,167.93,150.06,135.84,177.59,191.66,102.62,134.50,114.98,169.31,148.69,160.99,124.51,108.59,124.49,116.97,120.63,116.18,129.10,105.73,126.25,120.48,111.09,125.66,116.80,123.38,145.28,157.85,156.54,125.37,136.57,147.75,137.95,138.19,218.38,122.02,151.05,189.03,133.80,226.96,191.02,172.73,137.41,91.55,116.95,100.00,96.13,143.02,180.82,118.56,104.39,110.50,124.67,93.84,100.40,110.33,79.73,96.79,88.15,83.80,101.29,140.21,176.18,162.83,145.25,109.97,149.35,154.15,127.25,107.57,150.40,123.66,143.32,154.91,162.50,141.21,183.68,181.46,177.47,188.18,172.39,184.84,137.79,129.30,128.59,157.91,117.03,107.55,126.03,155.82,185.64,164.64,186.79,138.85,161.19,133.77,130.86,119.42,166.95,143.96,135.69,150.87,127.07,137.49,119.91,129.91,124.57,139.04,144.94,115.64,123.11,121.82,128.91,125.52,139.59,179.060198,141.815698,130.456107,185.280638,132.188187,133.560032,322.073524,161.183568,141.758694,114.203688,143.17292,145.533965,119.106117,116.578333,116.076941,104.28115,125.201059,143.92564,117.694813
2011-11-01,180.35,190.13,97.22,187.72,194.11,178.93,158.11,174.39,167.66,234.14,240.08,190.51,192.80,157.15,173.64,142.96,241.17,149.49,141.73,125.61,172.21,165.67,161.28,151.80,140.84,159.48,138.37,150.67,121.97,135.49,176.43,153.89,144.10,127.87,149.81,190.70,180.87,155.23,157.49,171.03,184.69,185.83,135.53,195.56,182.81,223.09,223.29,200.97,223.46,213.63,123.02,135.48,174.33,289.98,223.71,188.47,161.13,139.13,133.82,235.98,468.97,155.65,264.44,271.37,213.14,180.93,209.06,158.13,418.68,182.60,166.19,260.07,161.43,164.69,111.47,147.80,137.59,180.85,198.39,160.92,180.56,116.31,138.39,148.80,157.69,174.51,140.27,141.66,146.17,173.49,225.01,162.36,153.90,128.63,162.19,181.70,143.00,170.67,167.24,139.53,150.84,154.61,172.21,148.80,138.96,141.72,148.81,126.43,154.12,131.42,145.90,139.91,135.97,151.38,128.83,125.22,165.81,127.19,155.22,148.71,157.09,142.18,134.98,154.62,155.94,161.77,172.93,146.46,178.45,139.06,143.10,157.74,148.48,103.19,109.83,131.57,152.47,175.38,85.69,130.72,151.40,119.14,150.23,156.67,135.36,126.73,107.60,115.36,139.18,175.79,133.23,118.29,137.81,133.26,150.06,138.00,111.03,143.39,179.62,149.87,136.59,199.06,181.39,153.11,111.39,170.53,149.87,135.51,181.04,194.22,103.77,135.30,114.96,169.06,149.71,161.69,125.79,110.11,125.93,117.63,121.81,116.90,129.27,106.42,127.08,121.73,112.74,125.92,116.80,122.23,146.97,157.99,158.10,126.10,137.85,147.74,138.50,138.34,219.13,121.11,151.74,188.90,134.00,227.37,200.80,174.02,137.41,92.13,119.62,100.00,96.13,147.04,180.86,118.56,103.84,110.80,125.12,94.01,100.72,109.84,79.84,100.41,88.15,85.17,101.40,145.02,177.81,163.19,145.54,109.97,149.89,153.12,127.25,100.53,150.69,124.17,143.32,155.39,163.54,141.33,183.87,181.46,177.63,188.18,172.58,184.84,138.14,129.77,128.59,158.56,115.55,107.91,127.37,156.38,186.45,161.59,183.84,139.95,162.85,134.21,131.73,119.46,167.30,143.78,136.00,150.77,127.22,137.67,119.96,131.09,124.63,139.81,144.30,115.98,121.45,120.76,128.46,124.55,140.26,180.653814,142.737619,130.044725,185.424317,131.510293,134.325305,336.096308,167.190364,141.977419,114.96807,143.515654,145.695352,119.712851,117.01545,116.512169,103.443159,125.720637,144.536011,117.694813
2011-12-01,182.02,191.45,101.14,188.10,194.67,186.12,159.36,174.62,167.94,237.30,239.73,194.53,193.47,149.85,176.11,140.60,241.90,155.06,144.74,128.47,177.83,168.47,159.31,152.18,142.87,161.11,138.37,151.94,122.55,135.89,210.96,155.50,141.87,129.85,151.43,189.43,191.18,155.52,158.00,174.57,195.40,187.19,137.32,201.10,187.45,236.86,223.28,206.31,223.47,215.38,129.67,142.09,268.97,249.75,221.03,183.90,158.26,134.03,137.64,260.78,392.46,162.62,194.58,240.46,241.39,177.63,207.47,214.01,423.64,204.50,172.88,260.49,161.31,165.54,110.75,151.17,139.24,180.86,200.01,161.05,183.36,117.21,137.41,150.34,158.29,175.87,141.34,141.25,146.29,173.49,226.91,162.22,155.15,126.19,163.61,180.81,144.97,171.61,170.12,142.87,152.91,157.27,173.00,153.11,139.50,142.64,151.67,128.72,156.34,132.88,148.31,145.34,139.65,153.88,131.27,126.05,168.62,128.26,157.42,150.12,158.74,142.25,136.88,157.51,156.92,163.54,172.93,147.07,179.29,139.97,143.69,165.51,157.70,103.19,109.83,131.58,153.09,175.12,85.76,132.51,153.95,119.84,151.22,157.41,135.85,125.33,107.32,114.86,140.22,176.88,133.18,118.80,139.33,134.01,151.36,136.43,112.71,144.82,180.76,151.34,136.80,199.68,181.95,154.90,117.52,170.93,151.03,137.39,182.86,194.03,103.86,135.27,114.91,169.30,148.50,162.29,126.40,109.39,125.93,118.09,121.43,116.38,128.87,105.91,127.27,121.81,111.89,125.97,116.67,122.37,147.74,159.17,158.36,126.11,138.59,147.89,139.18,138.94,219.98,121.59,153.60,195.31,135.02,229.40,194.27,170.51,138.08,92.13,120.13,100.00,96.13,151.51,180.92,118.56,107.08,111.08,125.56,95.39,94.27,110.00,75.81,101.65,87.99,85.17,103.98,151.84,178.23,163.64,145.60,110.66,150.43,155.86,127.82,243.12,150.92,122.95,143.32,155.38,160.71,141.07,184.08,181.46,177.80,188.18,172.77,184.84,138.51,130.41,128.59,159.18,115.68,108.04,127.89,157.62,188.45,161.99,188.88,146.34,163.85,134.46,132.64,124.34,167.58,145.03,137.84,153.70,128.59,138.49,122.79,132.80,125.16,141.24,146.55,116.39,121.49,121.58,128.41,124.36,140.22,181.009242,143.421826,130.449908,185.877709,131.608808,134.657705,339.220253,168.552014,144.54601,115.837057,143.713749,148.137579,119.636203,117.497968,116.985667,103.868655,125.457135,145.325839,117.694813
2012-01-01,175.34,193.26,104.69,189.03,194.53,186.27,161.10,177.66,169.68,237.98,239.64,188.88,195.55,156.97,172.86,138.36,241.09,159.78,146.83,131.76,184.64,172.27,159.90,154.88,144.70,164.00,140.53,152.19,122.68,136.24,201.42,160.16,144.42,132.00,151.59,190.36,195.61,156.56,158.29,178.28,195.35,193.81,145.70,218.37,193.44,240.03,222.21,212.33,223.18,236.73,125.96,135.68,397.91,231.02,207.77,177.67,150.58,201.10,168.15,242.81,336.52,160.90,176.13,183.53,248.09,180.40,201.40,214.28,432.12,201.06,165.99,252.27,164.84,166.88,112.85,152.16,141.24,181.64,198.96,162.11,191.17,118.09,138.15,151.27,160.11,173.67,142.42,141.83,146.20,173.49,228.87,161.61,153.29,125.50,165.54,177.31,145.54,173.51,171.22,144.80,154.14,158.87,174.95,153.13,140.34,143.01,152.81,129.78,156.83,133.48,149.64,146.30,140.32,155.22,132.31,126.52,169.24,129.22,160.02,151.06,159.49,142.52,137.35,159.31,157.30,164.45,172.93,147.74,182.68,141.73,145.84,165.53,157.70,103.19,109.83,131.59,162.35,176.70,86.22,133.75,153.20,123.12,152.11,157.65,135.97,126.39,107.18,114.72,140.61,178.76,133.12,118.82,139.17,134.03,152.61,137.01,112.23,145.39,181.09,151.28,136.76,200.45,183.43,155.56,117.91,171.34,150.87,139.48,189.61,194.36,105.42,135.47,115.01,169.69,151.60,162.72,126.52,109.42,126.15,117.75,120.87,115.87,129.05,106.34,127.08,122.10,111.74,126.07,116.69,122.37,147.97,160.12,158.90,126.25,138.60,147.92,139.74,140.56,220.76,122.05,153.77,189.64,135.67,229.47,200.18,179.08,137.40,92.13,120.13,100.00,96.13,148.20,180.96,119.28,108.38,111.42,126.01,96.01,93.85,103.42,74.20,101.54,87.99,85.17,104.10,150.76,190.23,164.13,146.51,110.66,151.11,148.61,128.52,112.94,153.71,122.83,143.32,156.43,164.12,142.37,184.29,181.46,177.97,188.18,172.97,184.84,144.82,130.96,128.59,159.84,118.12,108.44,128.75,159.23,191.80,165.99,186.48,147.30,164.43,135.42,133.17,125.77,168.10,145.91,139.02,154.40,128.59,138.51,122.92,135.63,125.42,141.65,147.39,116.84,122.72,122.69,129.23,124.82,139.92,182.04765,143.930717,131.324547,187.389119,132.165997,134.742929,366.55505,168.846712,145.278327,117.559162,145.983292,148.330462,119.136046,118.003895,117.891184,104.317264,125.909412,146.209797,118.659707
2012-02-01,172.71,195.11,103.27,188.96,193.56,190.72,165.18,182.77,169.77,237.06,239.17,184.88,196.70,148.02,177.17,139.03,243.89,163.32,150.22,133.63,184.00,174.03,162.69,157.26,147.70,166.53,141.56,153.46,123.79,136.77,199.70,164.92,148.67,138.45,152.33,195.46,199.73,157.45,157.61,182.20,210.91,195.35,143.29,225.20,195.28,239.41,221.85,213.01,222.39,239.09,134.02,123.76,434.73,231.98,217.50,171.22,139.21,232.84,163.52,238.79,304.55,168.97,178.63,225.55,260.83,184.23,203.84,203.54,448.16,208.37,159.55,252.32,165.72,168.27,115.03,154.17,139.61,182.20,206.22,164.05,196.07,120.26,138.74,152.07,161.16,173.64,142.57,146.32,145.71,173.49,228.74,161.75,153.44,126.94,166.31,180.15,145.50,174.22,171.15,146.35,155.48,160.30,175.88,155.45,141.32,143.19,153.86,131.96,158.49,134.22,149.91,146.58,141.21,155.87,132.44,126.79,169.82,129.80,160.13,151.70,159.96,142.53,137.80,158.66,158.03,165.16,172.93,148.34,184.18,142.60,146.56,165.45,163.84,103.19,109.83,131.60,165.05,170.96,87.39,138.69,152.53,123.92,152.65,158.90,135.97,125.29,107.84,114.85,141.11,180.69,133.98,119.41,138.67,135.37,152.83,138.19,112.52,145.46,181.97,153.16,137.30,201.03,184.25,155.79,118.58,173.46,150.32,138.76,190.30,197.16,105.73,135.53,114.88,170.61,151.93,163.45,126.27,109.32,126.70,117.64,121.37,116.41,129.58,106.42,127.27,122.52,111.73,126.79,118.39,122.84,148.89,161.18,159.59,126.14,138.62,147.95,141.26,140.80,221.57,122.52,153.95,190.09,136.08,231.70,206.05,188.55,137.40,92.13,120.13,100.00,96.13,149.23,197.17,119.86,108.51,111.75,126.45,95.53,94.30,103.11,74.09,101.76,87.99,86.29,104.37,150.77,190.50,165.85,146.57,110.66,151.76,153.90,127.76,110.59,157.43,122.86,143.32,157.40,163.39,142.50,201.59,203.78,193.65,213.73,187.02,205.85,146.71,131.98,139.61,164.17,119.13,109.56,130.48,160.71,194.38,166.35,189.07,147.75,165.72,135.84,133.47,125.81,168.55,146.37,139.48,154.67,127.99,138.60,122.97,135.32,125.59,142.22,148.18,117.32,122.49,123.11,129.33,124.98,140.35,182.750608,145.381845,132.281212,188.875551,132.844899,136.028277,371.784196,170.092245,150.401736,118.899106,147.723573,148.874478,119.372172,118.555755,133.225321,104.760245,126.487487,146.653384,120.289386
2012-03-01,171.13,199.07,107.52,188.93,193.30,194.87,168.74,188.13,169.81,237.03,239.42,183.43,198.04,143.65,176.04,140.60,246.13,168.55,153.00,135.73,185.70,174.99,166.17,159.86,149.93,167.20,141.56,153.72,124.25,138.95,199.99,176.81,152.66,142.65,158.77,197.64,202.43,159.30,158.72,183.68,225.64,195.73,146.06,225.32,193.99,241.47,221.33,213.82,222.89,232.57,138.79,131.83,354.04,222.87,215.96,155.55,130.76,183.08,153.65,230.26,269.95,173.76,166.26,199.59,259.47,188.06,201.16,183.96,334.35,233.94,159.84,255.95,165.21,169.89,118.02,154.04,139.25,181.47,207.32,166.02,195.01,120.72,136.43,153.29,162.72,174.32,142.86,148.64,146.66,173.49,230.18,161.77,152.83,128.51,167.81,178.15,145.37,175.23,171.53,146.54,155.88,161.20,176.49,156.61,142.04,143.54,154.28,132.04,158.53,134.92,150.21,147.25,141.58,156.01,132.85,127.18,170.99,130.11,160.93,151.97,160.58,142.87,138.37,160.44,158.05,165.90,176.45,148.91,184.58,142.96,147.54,165.55,163.95,103.19,109.83,131.60,165.71,167.69,91.06,140.02,154.73,122.84,152.57,159.01,136.89,125.69,107.94,115.02,143.57,181.85,134.12,120.25,139.47,135.21,153.56,136.53,111.83,147.52,183.31,157.66,138.53,201.57,185.93,155.67,121.50,174.42,152.21,140.48,192.21,197.26,105.69,135.79,114.98,174.66,153.28,164.17,126.65,109.57,128.05,117.76,121.80,116.39,129.93,106.66,127.29,123.14,112.36,127.39,118.57,123.10,149.79,163.85,160.02,126.43,139.58,148.00,141.51,141.00,222.36,123.08,154.80,184.98,136.08,231.70,212.30,196.79,138.47,92.13,120.13,100.00,96.13,150.26,197.41,128.83,108.69,112.01,126.90,94.25,94.01,103.70,73.93,101.92,87.99,86.29,104.50,150.85,193.26,166.55,146.62,110.66,152.00,154.97,127.76,123.19,156.37,123.21,143.32,159.71,166.73,143.84,201.83,203.78,193.84,213.73,187.24,205.85,147.10,132.47,139.61,164.81,123.77,109.93,131.10,161.51,194.88,168.04,187.66,147.77,166.74,136.32,134.27,125.85,168.90,147.39,140.12,155.17,127.99,139.30,123.31,137.17,126.27,142.39,149.50,117.68,124.39,124.93,129.54,124.97,141.01,183.966625,147.472869,132.654335,190.516917,133.56462,136.578056,376.318605,173.748355,150.725244,119.795179,148.680413,149.030583,119.591547,119.306215,131.453977,105.136966,127.070305,150.879832,120.289386
2012-04-01,178.43,201.68,105.95,189.10,193.75,200.14,171.44,189.61,172.18,236.85,239.06,189.87,198.33,147.81,179.84,139.97,244.26,171.99,156.75,138.17,187.01,175.34,169.55,161.96,151.80,168.50,141.56,154.85,124.32,141.16,188.96,182.76,156.96,142.33,159.93,198.20,202.99,160.01,158.30,184.72,220.20,195.73,149.98,226.35,195.46,243.35,223.96,215.10,222.54,223.91,138.59,154.18,303.87,216.08,199.58,171.96,137.25,141.04,161.21,209.98,297.46,171.01,174.95,260.38,248.22,193.87,198.51,174.22,275.92,234.92,153.47,259.77,170.05,171.89,119.23,155.64,142.08,184.34,206.78,166.61,196.19,120.96,137.67,154.61,165.94,174.58,143.29,148.63,147.11,173.49,230.02,164.94,152.98,130.80,167.92,178.69,145.19,176.33,172.31,147.64,156.66,162.02,176.97,156.84,142.46,143.51,154.86,132.34,158.87,135.61,150.40,147.64,142.16,156.92,133.13,127.86,171.87,130.37,161.39,152.21,160.96,143.66,138.23,160.93,159.04,166.20,176.45,149.72,185.66,144.94,149.29,165.70,164.54,103.19,109.83,131.60,166.38,169.39,91.80,140.92,156.46,122.84,152.86,159.77,137.35,125.70,109.18,115.11,143.71,182.71,134.46,120.52,139.85,135.96,153.78,137.10,112.41,148.08,183.28,158.79,140.04,201.92,187.29,156.32,121.67,171.02,153.81,142.94,192.99,196.95,105.40,135.89,115.00,175.26,153.89,165.23,127.98,110.57,128.03,118.22,122.55,117.29,130.20,106.21,129.81,124.18,112.55,128.37,116.48,123.26,150.26,164.92,160.61,126.64,139.59,148.12,144.53,146.96,227.15,124.44,155.73,188.00,136.45,232.76,211.37,206.67,142.83,92.65,120.13,100.00,97.02,151.67,198.35,138.19,108.97,112.40,127.35,95.16,94.10,103.96,73.97,102.13,87.99,87.08,104.60,151.78,196.83,168.59,146.73,110.66,152.68,156.49,127.76,120.71,156.65,123.20,143.32,159.77,166.87,144.65,202.06,203.78,194.04,213.73,187.45,205.85,147.49,132.99,139.61,165.19,123.97,110.22,131.33,162.18,196.32,168.05,191.25,148.03,167.18,136.73,137.33,125.89,169.32,147.39,140.43,155.16,128.26,139.74,123.36,137.11,126.08,143.11,150.10,117.72,124.83,126.59,130.39,126.27,141.68,185.075424,147.353921,131.910203,192.201952,134.297252,136.508601,382.822901,174.633504,152.35183,121.949161,149.056023,149.845287,119.584758,119.819483,132.027754,105.590454,127.604374,151.471105,120.289386
2012-05-01,176.56,196.60,102.72,189.59,194.05,202.63,172.16,190.33,172.67,237.47,238.78,190.90,199.28,148.88,184.12,140.83,243.09,174.76,158.65,140.81,187.82,175.56,169.32,163.99,155.01,169.36,140.61,154.89,124.69,141.59,188.96,177.98,157.32,144.98,161.42,203.38,201.00,160.04,158.09,184.58,213.31,196.96,149.98,200.72,192.75,238.85,227.42,214.55,222.11,214.14,137.41,195.68,280.65,233.49,181.09,180.70,137.14,107.74,145.41,234.36,274.41,167.08,175.47,215.15,263.38,190.81,199.28,170.64,224.96,223.91,156.87,258.06,173.73,174.56,120.13,156.78,142.97,186.30,206.89,167.05,196.49,121.52,140.69,155.32,167.57,175.39,144.00,149.26,147.59,173.49,230.21,164.49,152.16,131.92,168.91,179.93,145.95,176.93,172.29,148.80,157.90,163.72,177.61,157.61,142.79,144.17,154.95,132.64,159.95,136.00,150.96,148.02,142.25,157.39,133.85,128.45,171.69,130.56,162.31,152.37,161.31,145.09,138.33,161.31,159.39,166.28,176.45,150.58,186.23,146.02,150.55,165.71,164.89,103.19,109.83,132.46,167.06,164.58,92.79,140.86,157.47,122.84,152.71,159.83,137.21,124.38,110.36,115.16,144.42,183.14,135.25,120.63,139.88,135.22,154.38,137.84,112.66,148.85,184.19,159.25,140.46,202.84,188.60,156.48,121.67,172.74,154.23,143.24,196.15,197.04,108.46,135.16,115.02,177.70,155.87,166.44,129.12,110.65,128.00,118.32,122.13,117.11,130.81,105.75,129.78,124.50,112.86,128.40,116.87,123.26,150.64,165.46,162.15,126.91,140.34,148.29,145.74,147.71,230.58,124.59,156.34,186.72,136.29,232.60,206.65,196.88,142.88,92.86,120.44,100.00,96.64,151.46,198.49,138.03,109.45,112.73,127.80,92.81,93.70,104.30,73.84,102.36,88.64,87.08,104.71,151.73,196.80,168.47,146.80,110.51,153.22,156.56,127.76,123.19,156.91,122.95,143.32,160.00,167.83,144.80,202.27,203.78,194.22,213.73,187.66,205.85,147.88,133.50,139.61,166.03,124.15,110.60,133.46,163.78,196.93,169.18,188.90,150.18,167.56,137.52,137.60,128.90,169.67,146.54,141.18,155.29,128.53,140.18,123.45,138.20,126.49,143.30,150.24,117.62,127.87,128.81,130.49,125.01,142.20,184.771287,147.828825,132.791651,193.490535,135.275438,136.288077,381.276245,175.981096,152.64635,122.063069,149.814332,149.016127,119.922697,120.272016,132.81376,105.985365,128.351914,151.563021,120.910295
2012-06-01,173.54,195.59,103.42,189.89,194.47,203.69,172.67,189.87,173.96,239.47,237.99,193.59,199.10,157.34,184.58,139.79,238.72,175.75,160.80,142.42,187.58,174.26,173.01,165.18,155.66,170.67,140.61,155.05,124.69,140.75,190.47,173.47,157.09,146.55,165.89,206.41,196.23,160.90,159.47,181.27,177.06,202.10,150.82,161.25,195.84,227.30,228.31,215.23,222.74,202.56,133.78,269.04,259.75,232.68,167.21,173.52,169.16,110.44,170.67,245.75,286.34,170.95,237.25,219.63,243.98,191.75,200.87,170.75,237.72,256.88,166.88,261.68,173.15,175.61,121.87,158.88,144.21,186.23,213.69,168.25,196.20,121.57,142.36,155.15,169.20,177.47,145.71,148.68,147.73,173.59,231.66,165.45,153.55,133.80,169.55,180.47,146.23,177.27,172.66,149.85,158.89,164.72,178.95,158.91,144.64,144.32,155.87,132.52,162.30,136.39,151.64,149.39,143.28,159.23,133.85,129.26,173.34,131.13,163.62,153.18,162.18,145.90,138.42,161.03,159.45,166.16,176.45,151.22,187.64,147.00,153.92,165.33,164.63,103.19,109.83,132.47,167.74,142.73,92.55,141.31,159.71,122.84,152.95,161.40,138.42,125.18,110.10,115.37,145.32,184.10,135.76,121.03,139.94,135.73,156.72,138.26,111.72,150.80,185.01,162.00,141.06,204.02,189.62,156.12,121.90,174.83,155.12,145.70,199.05,199.02,109.46,135.70,115.11,179.98,156.79,169.11,130.25,110.69,128.20,118.49,122.50,117.31,130.32,105.55,130.74,124.87,113.82,129.07,118.65,123.26,150.78,165.88,163.00,128.68,140.78,149.18,148.11,148.23,231.53,125.05,156.66,184.13,134.71,233.47,190.36,188.63,143.86,93.71,122.95,100.00,97.75,150.29,198.66,138.03,109.61,113.16,128.25,95.58,94.23,104.29,74.00,101.49,88.64,87.08,105.05,152.87,199.49,169.24,148.64,109.82,153.99,159.20,127.76,113.67,157.20,123.00,143.32,159.82,171.46,147.38,202.51,203.78,194.42,213.73,187.89,205.85,142.23,134.03,139.61,166.77,122.79,111.03,133.28,165.47,199.72,177.12,187.98,152.02,171.24,137.74,137.75,129.60,170.11,146.47,141.87,155.49,129.09,140.77,123.81,135.88,128.36,143.47,150.62,118.03,129.63,129.00,131.07,126.38,142.64,185.611973,148.08826,134.186278,195.363472,135.482383,136.359631,386.360091,176.651627,153.243513,122.309939,150.469216,149.451312,120.212672,120.834594,133.435029,108.050731,129.122558,152.300847,121.083916
2012-07-01,176.79,196.04,104.38,190.30,194.22,204.73,173.15,191.64,174.21,241.05,237.65,197.50,200.21,155.71,185.71,139.50,234.76,177.67,162.51,144.33,187.81,175.01,176.84,165.75,155.80,171.37,141.09,151.67,125.56,141.53,192.40,172.88,154.86,147.88,165.44,208.26,193.72,162.43,158.85,179.96,171.95,202.10,144.22,160.67,195.95,214.76,227.07,214.51,220.33,212.35,136.90,237.81,220.92,219.22,168.79,165.59,204.47,152.28,150.57,292.78,304.52,177.31,200.64,198.98,174.58,194.37,227.49,182.43,251.73,259.46,199.55,270.10,175.58,175.39,121.92,158.62,141.94,186.77,214.75,169.94,199.13,122.44,142.66,156.59,169.30,180.45,145.72,149.55,147.46,173.59,231.77,170.38,155.30,134.31,170.48,180.64,146.65,176.87,171.89,150.99,160.40,166.45,181.83,160.15,146.12,145.00,156.35,133.33,163.84,138.22,152.10,150.66,144.61,159.81,133.83,131.24,174.24,132.06,163.57,154.94,163.38,146.30,139.12,162.80,160.47,167.21,176.45,151.73,188.32,147.55,153.68,165.34,164.63,103.19,109.83,134.00,168.42,133.71,92.55,141.49,161.11,124.29,153.08,162.60,139.53,125.74,114.39,115.44,147.07,185.41,133.68,117.80,133.09,136.09,158.30,139.11,113.22,152.32,185.85,165.77,141.55,204.14,191.26,157.73,123.35,175.22,156.42,147.33,199.56,198.12,110.57,136.56,115.28,180.91,157.27,170.72,130.20,110.67,128.34,118.91,122.55,117.43,130.82,106.18,130.37,124.89,113.18,129.40,119.44,123.26,151.40,167.95,165.68,128.28,142.61,149.52,148.56,148.85,239.76,126.16,157.33,185.42,139.38,232.59,189.53,183.78,144.74,95.85,122.95,100.00,99.19,150.63,198.80,138.03,109.91,113.24,128.71,95.79,94.41,103.04,73.54,105.84,88.64,87.08,105.20,153.52,207.45,168.79,148.72,109.82,154.24,165.51,127.76,123.19,157.51,122.54,143.32,160.81,171.34,147.53,202.74,203.78,194.60,213.73,188.10,205.85,142.59,134.56,139.61,167.41,122.01,111.44,134.39,167.58,202.26,175.53,187.50,154.18,174.05,137.34,139.36,130.40,170.47,148.65,142.40,156.76,129.89,140.98,124.88,139.47,128.82,146.34,151.71,118.42,129.22,128.16,130.79,127.57,143.93,186.278742,148.580792,134.708676,196.942518,136.268,137.522946,387.472426,177.27636,156.096703,120.838992,150.897323,149.517669,120.275959,121.286428,141.651717,115.423839,129.137854,154.107977,121.24
2012-08-01,175.12,200.87,98.90,190.62,194.33,205.83,175.59,192.03,177.68,242.38,237.83,214.71,205.27,151.65,185.28,140.92,233.99,178.37,161.55,142.95,188.20,176.60,173.42,166.75,155.67,171.53,141.34,150.68,125.33,140.41,192.40,174.31,159.23,149.89,167.36,208.59,194.40,164.38,157.30,181.28,176.79,203.37,143.84,172.29,195.22,214.95,226.62,214.98,223.62,217.33,136.35,191.30,205.40,237.04,165.73,167.49,193.55,128.24,142.60,253.84,277.82,174.01,166.55,147.88,212.86,203.94,268.06,179.89,226.68,256.98,196.99,272.68,177.44,177.18,120.88,159.94,144.31,186.77,211.76,172.19,199.93,122.62,141.01,157.57,170.16,180.36,146.13,149.68,147.34,173.59,232.37,172.10,155.09,134.40,170.36,181.47,147.58,177.74,172.38,151.96,162.10,167.49,182.66,160.15,147.62,145.29,156.83,134.19,164.54,138.75,152.62,151.23,145.44,162.39,134.87,131.65,174.86,132.15,164.33,155.49,164.23,146.96,139.11,162.01,160.61,167.62,176.45,152.38,188.85,146.63,153.88,165.60,165.88,103.19,109.83,134.04,169.12,139.01,93.86,141.17,161.24,124.99,153.84,163.26,140.95,126.64,113.23,115.59,147.46,184.70,133.48,117.95,133.39,135.72,158.67,139.13,113.20,152.72,186.10,167.41,142.30,205.24,191.62,155.31,123.79,176.63,156.29,149.31,198.34,198.54,111.04,136.91,115.08,181.52,158.50,170.99,130.36,110.15,128.30,119.13,122.37,117.30,131.17,106.55,130.36,125.06,112.84,129.72,118.74,123.34,152.02,168.55,166.20,128.87,143.62,149.59,147.53,153.09,240.63,126.69,158.44,189.88,141.65,232.91,202.54,196.69,145.93,95.85,122.95,100.00,99.19,148.92,198.94,138.03,110.09,113.53,129.18,97.34,95.09,102.99,72.45,106.04,88.64,87.08,105.32,153.53,207.45,168.50,148.79,109.82,154.78,165.82,128.46,123.19,158.81,122.06,143.32,161.32,171.81,147.79,202.95,203.78,194.78,213.73,188.31,205.85,142.96,135.07,139.61,168.08,122.47,111.87,135.02,168.36,202.88,178.45,187.64,155.83,175.31,137.78,140.31,130.45,170.84,149.68,143.34,156.76,131.12,141.58,125.26,139.40,128.58,147.15,152.10,118.84,128.37,130.17,131.38,126.28,145.12,186.940192,148.677201,135.358217,197.556322,137.20177,139.369694,390.512175,177.992606,156.352364,120.894563,150.931744,149.683157,120.285132,121.785058,142.224882,116.201567,129.559194,155.552052,121.592128
